x,mw_next,mw_add
0,0.0,
1,0.0,
2,0.0,
3,0.25,
4,0.2,
5,0.3333333333333333,
6,0.2857142857142857,
7,0.25,
8,0.3333333333333333,
9,0.3,
10,0.2727272727272727,
11,0.3333333333333333,
12,0.3076923076923077,
13,0.2857142857142857,
14,0.26666666666666666,
15,0.3125,
16,0.29411764705882354,
17,0.2777777777777778,
18,0.2631578947368421,
19,0.3,
20,0.2857142857142857,
21,0.2727272727272727,
22,0.2608695652173913,
23,0.2916666666666667,
24,0.28,
25,0.2692307692307692,
26,0.25925925925925924,
27,0.2857142857142857,
28,0.27586206896551724,
29,0.26666666666666666,
30,0.25806451612903225,
31,0.28125,
32,0.2727272727272727,
33,0.2647058823529412,
34,0.2571428571428571,
35,0.25,
36,0.24324324324324326,
37,0.23684210526315788,
38,0.2564102564102564,
39,0.25,
40,0.24390243902439024,
41,0.23809523809523808,
42,0.23255813953488372,
43,0.25,
44,0.26666666666666666,
45,0.2608695652173913,
46,0.2553191489361702,
47,0.25,
48,0.24489795918367346,
49,0.24,
50,0.23529411764705882,
51,0.23076923076923078,
52,0.24528301886792453,
53,0.24074074074074073,
54,0.2545454545454545,
55,0.25,
56,0.24561403508771928,
57,0.2413793103448276,
58,0.23728813559322035,
59,0.23333333333333334,
60,0.2459016393442623,
61,0.25806451612903225,
62,0.25396825396825395,
63,0.25,
64,0.24615384615384617,
65,0.24242424242424243,
66,0.23880597014925373,
67,0.25,
68,0.2608695652173913,
69,0.2571428571428571,
70,0.2535211267605634,
71,0.25,
72,0.2602739726027397,
73,0.25675675675675674,
74,0.26666666666666666,
75,0.2631578947368421,
76,0.2597402597402597,
77,0.2564102564102564,
78,0.25316455696202533,
79,0.25,
80,0.24691358024691357,
81,0.25609756097560976,
82,0.26506024096385544,
83,0.2619047619047619,
84,0.27058823529411763,
85,0.27906976744186046,
86,0.27586206896551724,
87,0.2727272727272727,
88,0.2696629213483146,
89,0.2777777777777778,
90,0.27472527472527475,
91,0.2717391304347826,
92,0.26881720430107525,
93,0.26595744680851063,
94,0.2631578947368421,
95,0.2604166666666667,
96,0.25773195876288657,
97,0.2653061224489796,
98,0.26262626262626265,
99,0.27,
100,0.26732673267326734,
101,0.27450980392156865,
102,0.27184466019417475,
103,0.27884615384615385,
104,0.2857142857142857,
105,0.2830188679245283,
106,0.2803738317757009,
107,0.2777777777777778,
108,0.27522935779816515,
109,0.2818181818181818,
110,0.27927927927927926,
111,0.2767857142857143,
112,0.2743362831858407,
113,0.2719298245614035,
114,0.26956521739130435,
115,0.2672413793103448,
116,0.27350427350427353,
117,0.2711864406779661,
118,0.2689075630252101,
119,0.26666666666666666,
120,0.2644628099173554,
121,0.26229508196721313,
122,0.2601626016260163,
123,0.25806451612903225,
124,0.264,
125,0.2698412698412698,
126,0.2677165354330709,
127,0.265625,
128,0.2713178294573643,
129,0.2692307692307692,
130,0.2748091603053435,
131,0.2803030303030303,
132,0.2781954887218045,
133,0.2835820895522388,
134,0.28888888888888886,
135,0.2867647058823529,
136,0.2846715328467153,
137,0.2826086956521739,
138,0.2805755395683453,
139,0.2785714285714286,
140,0.28368794326241137,
141,0.2887323943661972,
142,0.2867132867132867,
143,0.2847222222222222,
144,0.2896551724137931,
145,0.2945205479452055,
146,0.29931972789115646,
147,0.30405405405405406,
148,0.3087248322147651,
149,0.31333333333333335,
150,0.31788079470198677,
151,0.3223684210526316,
152,0.32679738562091504,
153,0.3246753246753247,
154,0.32903225806451614,
155,0.3333333333333333,
156,0.33121019108280253,
157,0.3291139240506329,
158,0.3333333333333333,
159,0.33125,
160,0.32919254658385094,
161,0.3271604938271605,
162,0.3312883435582822,
163,0.3353658536585366,
164,0.3393939393939394,
165,0.3373493975903614,
166,0.3413173652694611,
167,0.34523809523809523,
168,0.34911242603550297,
169,0.35294117647058826,
170,0.3567251461988304,
171,0.36046511627906974,
172,0.36416184971098264,
173,0.367816091954023,
174,0.3657142857142857,
175,0.3693181818181818,
176,0.3728813559322034,
177,0.37640449438202245,
178,0.37988826815642457,
179,0.38333333333333336,
180,0.3867403314917127,
181,0.3901098901098901,
182,0.3879781420765027,
183,0.3858695652173913,
184,0.3891891891891892,
185,0.3924731182795699,
186,0.39572192513368987,
187,0.39893617021276595,
188,0.4021164021164021,
189,0.4052631578947368,
190,0.4031413612565445,
191,0.40625,
192,0.40414507772020725,
193,0.4072164948453608,
194,0.41025641025641024,
195,0.413265306122449,
196,0.41116751269035534,
197,0.41414141414141414,
198,0.41708542713567837,
199,0.42,
200,0.4228855721393035,
201,0.4207920792079208,
202,0.4236453201970443,
203,0.4264705882352941,
204,0.4292682926829268,
205,0.42718446601941745,
206,0.4251207729468599,
207,0.42788461538461536,
208,0.430622009569378,
209,0.42857142857142855,
210,0.4312796208530806,
211,0.4339622641509434,
212,0.431924882629108,
213,0.43457943925233644,
214,0.4372093023255814,
215,0.4398148148148148,
216,0.4377880184331797,
217,0.44036697247706424,
218,0.4429223744292237,
219,0.44545454545454544,
220,0.4434389140271493,
221,0.44594594594594594,
222,0.4439461883408072,
223,0.4419642857142857,
224,0.44,
225,0.4424778761061947,
226,0.44493392070484583,
227,0.4473684210526316,
228,0.4497816593886463,
229,0.45217391304347826,
230,0.45021645021645024,
231,0.4525862068965517,
232,0.45493562231759654,
233,0.45726495726495725,
234,0.4595744680851064,
235,0.461864406779661,
236,0.4641350210970464,
237,0.46218487394957986,
238,0.46443514644351463,
239,0.4666666666666667,
240,0.46887966804979253,
241,0.47107438016528924,
242,0.4732510288065844,
243,0.47540983606557374,
244,0.47346938775510206,
245,0.47560975609756095,
246,0.47368421052631576,
247,0.4717741935483871,
248,0.4738955823293173,
249,0.476,
250,0.47410358565737054,
251,0.4722222222222222,
252,0.4743083003952569,
253,0.4763779527559055,
254,0.47843137254901963,
255,0.4765625,
256,0.4785992217898833,
257,0.4806201550387597,
258,0.4826254826254826,
259,0.4807692307692308,
260,0.4827586206896552,
261,0.48091603053435117,
262,0.4790874524714829,
263,0.4772727272727273,
264,0.47924528301886793,
265,0.4774436090225564,
266,0.4794007490636704,
267,0.48134328358208955,
268,0.4795539033457249,
269,0.48148148148148145,
270,0.4833948339483395,
271,0.4852941176470588,
272,0.48717948717948717,
273,0.48905109489051096,
274,0.48727272727272725,
275,0.4855072463768116,
276,0.48736462093862815,
277,0.4892086330935252,
278,0.4874551971326165,
279,0.48928571428571427,
280,0.4875444839857651,
281,0.48936170212765956,
282,0.4876325088339223,
283,0.4894366197183099,
284,0.49122807017543857,
285,0.493006993006993,
286,0.49477351916376305,
287,0.4965277777777778,
288,0.4982698961937716,
289,0.5,
290,0.49828178694158076,
291,0.5,
292,0.49829351535836175,
293,0.5,
294,0.5016949152542373,
295,0.5,
296,0.4983164983164983,
297,0.5,
298,0.5016722408026756,
299,0.5033333333333333,
