x,mw_next,mw_add
0,0.0,
1,0.0,
2,0.0,
3,0.25,
4,0.2,
5,0.3333333333333333,
6,0.2857142857142857,
7,0.25,
8,0.3333333333333333,
9,0.3,
10,0.2727272727272727,
11,0.3333333333333333,
12,0.3076923076923077,
13,0.2857142857142857,
14,0.26666666666666666,
15,0.3125,
16,0.29411764705882354,
17,0.2777777777777778,
18,0.2631578947368421,
19,0.3,
20,0.2857142857142857,
21,0.2727272727272727,
22,0.2608695652173913,
23,0.2916666666666667,
24,0.28,
25,0.2692307692307692,
26,0.25925925925925924,
27,0.2857142857142857,
28,0.27586206896551724,
29,0.26666666666666666,
30,0.25806451612903225,
31,0.28125,
32,0.2727272727272727,
33,0.2647058823529412,
34,0.2571428571428571,
35,0.25,
36,0.24324324324324326,
37,0.23684210526315788,
38,0.2564102564102564,
39,0.25,
40,0.2682926829268293,
41,0.2619047619047619,
42,0.27906976744186046,
43,0.29545454545454547,
44,0.3111111111111111,
45,0.32608695652173914,
46,0.3191489361702128,
47,0.3125,
48,0.30612244897959184,
49,0.3,
50,0.29411764705882354,
51,0.3076923076923077,
52,0.32075471698113206,
53,0.3148148148148148,
54,0.32727272727272727,
55,0.3392857142857143,
56,0.3333333333333333,
57,0.3275862068965517,
58,0.3389830508474576,
59,0.3333333333333333,
60,0.32786885245901637,
61,0.3225806451612903,
62,0.31746031746031744,
63,0.3125,
64,0.3076923076923077,
65,0.30303030303030304,
66,0.29850746268656714,
67,0.3088235294117647,
68,0.3188405797101449,
69,0.32857142857142857,
70,0.323943661971831,
71,0.3194444444444444,
72,0.3150684931506849,
73,0.3108108108108108,
74,0.30666666666666664,
75,0.3157894736842105,
76,0.3246753246753247,
77,0.32051282051282054,
78,0.31645569620253167,
79,0.325,
80,0.32098765432098764,
81,0.3170731707317073,
82,0.3253012048192771,
83,0.3333333333333333,
84,0.32941176470588235,
85,0.3372093023255814,
86,0.3448275862068966,
87,0.3409090909090909,
88,0.33707865168539325,
89,0.3333333333333333,
90,0.32967032967032966,
91,0.32608695652173914,
92,0.3225806451612903,
93,0.3191489361702128,
94,0.3263157894736842,
95,0.3229166666666667,
96,0.32989690721649484,
97,0.32653061224489793,
98,0.3333333333333333,
99,0.33,
100,0.32673267326732675,
101,0.3333333333333333,
102,0.33980582524271846,
103,0.33653846153846156,
104,0.3333333333333333,
105,0.33962264150943394,
106,0.34579439252336447,
107,0.3425925925925926,
108,0.3394495412844037,
109,0.33636363636363636,
110,0.3333333333333333,
111,0.3392857142857143,
112,0.336283185840708,
113,0.3333333333333333,
114,0.33043478260869563,
115,0.3275862068965517,
116,0.3333333333333333,
117,0.3389830508474576,
118,0.33613445378151263,
119,0.3333333333333333,
120,0.3305785123966942,
121,0.32786885245901637,
122,0.3252032520325203,
123,0.33064516129032256,
124,0.328,
125,0.3333333333333333,
126,0.33070866141732286,
127,0.328125,
128,0.3333333333333333,
129,0.3384615384615385,
130,0.33587786259541985,
131,0.3333333333333333,
132,0.3308270676691729,
133,0.3283582089552239,
134,0.32592592592592595,
135,0.3235294117647059,
136,0.3284671532846715,
137,0.32608695652173914,
138,0.3237410071942446,
139,0.32142857142857145,
140,0.3191489361702128,
141,0.31690140845070425,
142,0.32167832167832167,
143,0.3194444444444444,
144,0.31724137931034485,
145,0.3150684931506849,
146,0.3129251700680272,
147,0.3108108108108108,
148,0.3087248322147651,
149,0.30666666666666664,
150,0.304635761589404,
151,0.3026315789473684,
152,0.3006535947712418,
153,0.2987012987012987,
154,0.2967741935483871,
155,0.2948717948717949,
156,0.29936305732484075,
157,0.3037974683544304,
158,0.3018867924528302,
159,0.30625,
160,0.30434782608695654,
161,0.30864197530864196,
162,0.3067484662576687,
163,0.3048780487804878,
164,0.3090909090909091,
165,0.3132530120481928,
166,0.31137724550898205,
167,0.31547619047619047,
168,0.31952662721893493,
169,0.3235294117647059,
170,0.3216374269005848,
171,0.32558139534883723,
172,0.32947976878612717,
173,0.3275862068965517,
174,0.3314285714285714,
175,0.3352272727272727,
176,0.3389830508474576,
177,0.33707865168539325,
178,0.33519553072625696,
179,0.3333333333333333,
180,0.3370165745856354,
181,0.34065934065934067,
182,0.3442622950819672,
183,0.34782608695652173,
184,0.35135135135135137,
185,0.34946236559139787,
186,0.35294117647058826,
187,0.35106382978723405,
188,0.3544973544973545,
189,0.3526315789473684,
190,0.35602094240837695,
191,0.359375,
192,0.3626943005181347,
193,0.36082474226804123,
194,0.3641025641025641,
195,0.3673469387755102,
196,0.37055837563451777,
197,0.37373737373737376,
198,0.3768844221105528,
199,0.38,
200,0.38308457711442784,
201,0.3811881188118812,
202,0.3793103448275862,
203,0.38235294117647056,
204,0.3804878048780488,
205,0.38349514563106796,
206,0.38164251207729466,
207,0.3798076923076923,
208,0.3827751196172249,
209,0.38571428571428573,
210,0.3886255924170616,
211,0.3867924528301887,
212,0.38497652582159625,
213,0.38317757009345793,
214,0.3813953488372093,
215,0.38425925925925924,
216,0.3870967741935484,
217,0.38990825688073394,
218,0.3881278538812785,
219,0.39090909090909093,
220,0.3936651583710407,
221,0.3963963963963964,
222,0.3991031390134529,
223,0.4017857142857143,
224,0.4,
225,0.4026548672566372,
226,0.4008810572687225,
227,0.3991228070175439,
228,0.4017467248908297,
229,0.4043478260869565,
230,0.4069264069264069,
231,0.40948275862068967,
232,0.40772532188841204,
233,0.405982905982906,
234,0.40425531914893614,
235,0.4067796610169492,
236,0.4050632911392405,
237,0.40756302521008403,
238,0.4100418410041841,
239,0.4125,
240,0.4107883817427386,
241,0.4132231404958678,
242,0.411522633744856,
243,0.4098360655737705,
244,0.4122448979591837,
245,0.4146341463414634,
246,0.41295546558704455,
247,0.4112903225806452,
248,0.40963855421686746,
249,0.412,
250,0.41434262948207173,
251,0.4126984126984127,
252,0.41106719367588934,
253,0.41338582677165353,
254,0.4117647058823529,
255,0.4140625,
256,0.4163424124513619,
257,0.4186046511627907,
258,0.42084942084942084,
259,0.41923076923076924,
260,0.41762452107279696,
261,0.4198473282442748,
262,0.4220532319391635,
263,0.42424242424242425,
264,0.4226415094339623,
265,0.424812030075188,
266,0.42696629213483145,
267,0.4291044776119403,
268,0.4312267657992565,
269,0.43333333333333335,
270,0.4354243542435424,
271,0.4375,
272,0.43956043956043955,
273,0.4416058394160584,
274,0.44,
275,0.4420289855072464,
276,0.4404332129963899,
277,0.44244604316546765,
278,0.4444444444444444,
279,0.44285714285714284,
280,0.44483985765124556,
281,0.4432624113475177,
282,0.4416961130742049,
283,0.44366197183098594,
284,0.4456140350877193,
285,0.44405594405594406,
286,0.445993031358885,
287,0.4479166666666667,
288,0.4463667820069204,
289,0.44482758620689655,
290,0.44673539518900346,
291,0.4452054794520548,
292,0.447098976109215,
293,0.4489795918367347,
294,0.44745762711864406,
295,0.44932432432432434,
296,0.4511784511784512,
